Age (bin);Age;Cabin;Min(0);Class;AgeGroup;SurvivedCat;AgeSexShapeName;AgeGroupSize;EmbarkedIcon;PassCountLabel;AgeSexClass;Percent survived;Title;TitleFull;FamilySize;PointNew;MapPlaceLabel;EmbarkedIcon2;Embarked (titatic-ports.csv);EmbarkedName;Embarked;FamilySize (bin);Fare (bin);Fare;Name;Number of Records;Parch;PassengerId;Pclass;Point;Sex;SibSp;Survived;Ticket;Timestamp;city;country;lat;lon
10;14;;0;Third;Teen;Survived;Teen female;3;0;"Boarding passengers: 1
Avg. Fare: 11.24";Teen female Third;100;Miss;Miss;2;2;Cherbourg, France;0;C;Cherbourg;C;2;0;11,2417;Nicola-Yarred, Miss. Jamila;1;0;40;3;2;female;1;1;2651;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
0;1;;0;Third;Infant;Survived;Infant female;1;0;"Boarding passengers: 1
Avg. Fare: 15.74";Infant female Third;100;Miss;Miss;3;2;Cherbourg, France;0;C;Cherbourg;C;3;0;15,7417;"Nakid, Miss. Maria (""Mary"")";1;2;382;3;2;female;0;1;2653;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
15;15;;0;Third;Teen;Survived;Teen female;3;0;"Boarding passengers: 1
Avg. Fare: 14.449999999999999";Teen female Third;100;Mrs;Mrs;2;2;Cherbourg, France;0;C;Cherbourg;C;2;0;14,4542;Yasbeck, Mrs. Antoni (Selini Alexander);1;0;831;3;2;female;1;1;2659;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
10;14,5;;0;Third;Teen;Died;Teen female;3;0;"Boarding passengers: 1
Avg. Fare: 14.449999999999999";Teen female Third;0;Miss;Miss;2;2;Cherbourg, France;0;C;Cherbourg;C;2;0;14,4542;Zabour, Miss. Hileni;1;0;112;3;2;female;1;0;2665;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
15;19;;0;Third;Teen;Died;Teen female;3;0;"Boarding passengers: 1
Avg. Fare: 14.449999999999999";Teen female Third;0;Miss;Miss;2;2;Cherbourg, France;0;C;Cherbourg;C;2;0;14,4542;Zabour, Miss. Thamine;1;0;241;3;2;female;1;0;2665;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
0;0,75;;0;Third;Infant;Survived;Infant female;1;0;"Boarding passengers: 1
Avg. Fare: 19.260000000000002";Infant female Third;100;Miss;Miss;4;2;Cherbourg, France;0;C;Cherbourg;C;4;0;19,2583;Baclini, Miss. Eugenie;1;1;645;3;2;female;2;1;2666;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
0;0,75;;0;Third;Infant;Survived;Infant female;1;0;"Boarding passengers: 1
Avg. Fare: 19.260000000000002";Infant female Third;100;Miss;Miss;4;2;Cherbourg, France;0;C;Cherbourg;C;4;0;19,2583;Baclini, Miss. Helene Barbara;1;1;470;3;2;female;2;1;2666;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
5;5;;0;Third;Child;Survived;Child female;2;0;"Boarding passengers: 1
Avg. Fare: 19.260000000000002";Child female Third;100;Miss;Miss;4;2;Cherbourg, France;0;C;Cherbourg;C;4;0;19,2583;Baclini, Miss. Marie Catherine;1;1;449;3;2;female;2;1;2666;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
20;24;;0;Third;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 19.260000000000002";Adult female Third;100;Mrs;Mrs;4;2;Cherbourg, France;0;C;Cherbourg;C;4;0;19,2583;Baclini, Mrs. Solomon (Latifa Qurban);1;3;859;3;2;female;0;1;2666;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
15;15;;0;Third;Teen;Survived;Teen female;3;0;"Boarding passengers: 1
Avg. Fare: 7.2199999999999998";Teen female Third;100;Miss;Miss;1;2;Cherbourg, France;0;C;Cherbourg;C;1;0;7,225;"Najib, Miss. Adele Kiamie ""Jane""";1;0;876;3;2;female;0;1;2667;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
20;23;;0;Third;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 22.359999999999999";Adult female Third;100;Mrs;Mrs;3;2;Cherbourg, France;0;C;Cherbourg;C;3;20;22,3583;Peter, Mrs. Catherine (Catherine Rizk);1;2;534;3;2;female;0;1;2668;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
5;9;;0;Third;Child;Died;Child female;2;0;"Boarding passengers: 1
Avg. Fare: 15.25";Child female Third;0;Miss;Miss;3;2;Cherbourg, France;0;C;Cherbourg;C;3;0;15,2458;Boulos, Miss. Nourelain;1;1;853;3;2;female;1;0;2678;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
40;40;;0;Third;Adult;Died;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 15.25";Adult female Third;0;Mrs;Mrs;3;2;Cherbourg, France;0;C;Cherbourg;C;3;0;15,2458;Boulos, Mrs. Joseph (Sultana);1;2;141;3;2;female;0;0;2678;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
10;13;;0;Third;Child;Survived;Child female;2;0;"Boarding passengers: 1
Avg. Fare: 7.2300000000000004";Child female Third;100;Miss;Miss;1;2;Cherbourg, France;0;C;Cherbourg;C;1;0;7,2292;Ayoub, Miss. Banoura;1;0;781;3;2;female;0;1;2687;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
15;18;;0;Third;Teen;Died;Teen female;3;0;"Boarding passengers: 1
Avg. Fare: 14.460000000000001";Teen female Third;0;Mrs;Mrs;2;2;Cherbourg, France;0;C;Cherbourg;C;2;0;14,4583;Caram, Mrs. Joseph (Maria Elias);1;0;579;3;2;female;1;0;2689;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
15;18;;0;Third;Teen;Died;Teen female;3;0;"Boarding passengers: 1
Avg. Fare: 14.449999999999999";Teen female Third;0;Miss;Miss;2;2;Cherbourg, France;0;C;Cherbourg;C;2;0;14,4542;Barbara, Miss. Saiide;1;1;703;3;2;female;0;0;2691;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
45;45;;0;Third;Adult;Died;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 14.449999999999999";Adult female Third;0;Mrs;Mrs;2;2;Cherbourg, France;0;C;Cherbourg;C;2;0;14,4542;Barbara, Mrs. (Catherine David);1;1;363;3;2;female;0;0;2691;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
0;4;;0;Third;Child;Survived;Child female;2;0;"Boarding passengers: 1
Avg. Fare: 13.42";Child female Third;100;Miss;Miss;2;2;Cherbourg, France;0;C;Cherbourg;C;2;0;13,4167;Karun, Miss. Manca;1;1;692;3;2;female;0;1;349256;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
25;28;;0;Second;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 24";Adult female Second;100;Mrs;Mrs;2;2;Cherbourg, France;0;C;Cherbourg;C;2;20;24;Abelson, Mrs. Samuel (Hannah Wizosky);1;0;875;2;2;female;1;1;P/PP 3381;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
35;37;;0;First;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 79.200000000000003";Adult female First;100;Mrs;Mrs;1;2;Cherbourg, France;0;C;Cherbourg;C;1;60;79,2;Thorne, Mrs. Gertrude Maybelle;1;0;257;1;2;female;0;1;PC 17585;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
50;54;;0;First;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 59.399999999999999";Adult female First;100;Mrs;Mrs;2;2;Cherbourg, France;0;C;Cherbourg;C;2;40;59,4;Rothschild, Mrs. Martin (Elizabeth L. Barrett);1;0;514;1;2;female;1;1;PC 17603;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
25;25;;0;First;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 82.170000000000002";Adult female First;100;Mrs;Mrs;2;2;Cherbourg, France;0;C;Cherbourg;C;2;80;82,1708;Meyer, Mrs. Edgar Joseph (Leila Saks);1;0;376;1;2;female;1;1;PC 17604;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
35;35;;0;First;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 512.33000000000004";Adult female First;100;Miss;Miss;1;2;Cherbourg, France;0;C;Cherbourg;C;1;500;512,3292;Ward, Miss. Anna;1;0;259;1;2;female;0;1;PC 17755;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
40;42;;0;First;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 227.53";Adult female First;100;Miss;Miss;1;2;Cherbourg, France;0;C;Cherbourg;C;1;220;227,525;Bidois, Miss. Rosalie;1;0;381;1;2;female;0;1;PC 17757;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
30;30;;0;First;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 106.42";Adult female First;100;Miss;Miss;1;2;Cherbourg, France;0;C;Cherbourg;C;1;100;106,425;LeRoy, Miss. Bertha;1;0;538;1;2;female;0;1;PC 17761;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
15;17;;0;Second;Teen;Survived;Teen female;3;0;"Boarding passengers: 1
Avg. Fare: 12";Teen female Second;100;Miss;Miss;1;2;Cherbourg, France;0;C;Cherbourg;C;1;0;12;Lehmann, Miss. Bertha;1;0;390;2;2;female;0;1;SC 1748;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
0;3;;0;Second;Child;Survived;Child female;2;0;"Boarding passengers: 1
Avg. Fare: 41.579999999999998";Child female Second;100;Miss;Miss;4;2;Cherbourg, France;0;C;Cherbourg;C;4;40;41,5792;Laroche, Miss. Simonne Marie Anne Andree;1;2;44;2;2;female;1;1;SC/Paris 2123;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
20;22;;0;Second;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 41.579999999999998";Adult female Second;100;Mrs;Mrs;4;2;Cherbourg, France;0;C;Cherbourg;C;4;40;41,5792;Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue);1;2;609;2;2;female;1;1;SC/Paris 2123;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
25;27;;0;Second;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 13.859999999999999";Adult female Second;100;Miss;Miss;2;2;Cherbourg, France;0;C;Cherbourg;C;2;0;13,8583;Duran y More, Miss. Asuncion;1;0;867;2;2;female;1;1;SC/PARIS 2149;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
45;48;A16;0;First;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 39.600000000000001";Adult female First;100;Lady;Lady;2;2;Cherbourg, France;0;C;Cherbourg;C;2;20;39,6;"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")";1;0;557;1;2;female;1;1;11755;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
15;16;B18;0;First;Teen;Survived;Teen female;3;0;"Boarding passengers: 1
Avg. Fare: 57.979999999999997";Teen female First;100;Miss;Miss;2;2;Cherbourg, France;0;C;Cherbourg;C;2;40;57,9792;Hippach, Miss. Jean Gertrude;1;1;330;1;2;female;0;1;111361;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
40;44;B18;0;First;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 57.979999999999997";Adult female First;100;Mrs;Mrs;2;2;Cherbourg, France;0;C;Cherbourg;C;2;40;57,9792;Hippach, Mrs. Louis Albert (Ida Sophia Fischer);1;1;524;1;2;female;0;1;111361;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
20;24;B35;0;First;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 69.299999999999997";Adult female First;100;Mme;Mrs;1;2;Cherbourg, France;0;C;Cherbourg;C;1;60;69,3;Aubart, Mme. Leontine Pauline;1;0;370;1;2;female;0;1;PC 17477;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
20;24;B35;0;First;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 69.299999999999997";Adult female First;100;Mlle;Miss;1;2;Cherbourg, France;0;C;Cherbourg;C;1;60;69,3;Sagesser, Mlle. Emma;1;0;642;1;2;female;0;1;PC 17477;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
20;22;B39;0;First;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 49.5";Adult female First;100;Miss;Miss;3;2;Cherbourg, France;0;C;Cherbourg;C;3;40;49,5;Frolicher, Miss. Hedwig Margaritha;1;2;540;1;2;female;0;1;13568;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
40;44;B4;0;First;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 27.719999999999999";Adult female First;100;Mrs;Mrs;1;2;Cherbourg, France;0;C;Cherbourg;C;1;20;27,7208;Brown, Mrs. James Joseph (Margaret Tobin);1;0;195;1;2;female;0;1;PC 17610;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
15;19;B49;0;First;Teen;Survived;Teen female;3;0;"Boarding passengers: 1
Avg. Fare: 91.079999999999998";Teen female First;100;Mrs;Mrs;2;2;Cherbourg, France;0;C;Cherbourg;C;2;80;91,0792;Bishop, Mrs. Dickinson H (Helen Walton);1;0;292;1;2;female;1;1;11967;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
15;18;B57 B59 B63 B66;0;First;Teen;Survived;Teen female;3;0;"Boarding passengers: 1
Avg. Fare: 262.38";Teen female First;100;Miss;Miss;5;2;Cherbourg, France;0;C;Cherbourg;C;5;260;262,375;Ryerson, Miss. Emily Borie;1;2;312;1;2;female;2;1;PC 17608;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
20;21;B57 B59 B63 B66;0;First;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 262.38";Adult female First;100;Miss;Miss;5;2;Cherbourg, France;0;C;Cherbourg;C;5;260;262,375;"Ryerson, Miss. Susan Parker ""Suzette""";1;2;743;1;2;female;2;1;PC 17608;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
50;50;B58 B60;0;First;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 247.52000000000001";Adult female First;100;Mrs;Mrs;2;2;Cherbourg, France;0;C;Cherbourg;C;2;240;247,5208;Baxter, Mrs. James (Helene DeLaudeniere Chaput);1;1;300;1;2;female;0;1;PC 17558;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
55;57;B78;0;First;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 146.52000000000001";Adult female First;100;Mrs;Mrs;2;2;Cherbourg, France;0;C;Cherbourg;C;2;140;146,5208;Spencer, Mrs. William Augustus (Marie Eugenie);1;0;32;1;2;female;1;1;PC 17569;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
55;58;B80;0;First;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 146.52000000000001";Adult female First;100;Miss;Miss;1;2;Cherbourg, France;0;C;Cherbourg;C;1;140;146,5208;Lurette, Miss. Elise;1;0;196;1;2;female;0;1;PC 17569;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
35;36;C32;0;First;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 135.63";Adult female First;100;Miss;Miss;1;2;Cherbourg, France;0;C;Cherbourg;C;1;120;135,6333;Young, Miss. Marie Grice;1;0;326;1;2;female;0;1;PC 17760;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
35;38;C45;0;First;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 227.53";Adult female First;100;Miss;Miss;1;2;Cherbourg, France;0;C;Cherbourg;C;1;220;227,525;Endres, Miss. Caroline Louise;1;0;717;1;2;female;0;1;PC 17757;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
50;50;C49;0;First;Adult;Died;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 28.710000000000001";Adult female First;0;Miss;Miss;1;2;Cherbourg, France;0;C;Cherbourg;C;1;20;28,7125;Isham, Miss. Ann Elizabeth;1;0;178;1;2;female;0;0;PC 17595;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
55;56;C50;0;First;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 83.159999999999997";Adult female First;100;Mrs;Mrs;2;2;Cherbourg, France;0;C;Cherbourg;C;2;80;83,1583;Potter, Mrs. Thomas Jr (Lily Alexenia Wilson);1;1;880;1;2;female;0;1;11767;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
20;24;C54;0;First;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 83.159999999999997";Adult female First;100;Miss;Miss;1;2;Cherbourg, France;0;C;Cherbourg;C;1;80;83,1583;Hays, Miss. Margaret Bechstein;1;0;311;1;2;female;0;1;11767;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
15;18;C62 C64;0;First;Teen;Survived;Teen female;3;0;"Boarding passengers: 1
Avg. Fare: 227.53";Teen female First;100;Mrs;Mrs;2;2;Cherbourg, France;0;C;Cherbourg;C;2;220;227,525;Astor, Mrs. John Jacob (Madeleine Talmadge Force);1;0;701;1;2;female;1;1;PC 17757;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
15;17;C65;0;First;Teen;Survived;Teen female;3;0;"Boarding passengers: 1
Avg. Fare: 108.90000000000001";Teen female First;100;Mrs;Mrs;2;2;Cherbourg, France;0;C;Cherbourg;C;2;100;108,9;Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo);1;0;308;1;2;female;1;1;PC 17758;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
35;39;C68;0;First;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 110.88";Adult female First;100;Mrs;Mrs;3;2;Cherbourg, France;0;C;Cherbourg;C;3;100;110,8833;Thayer, Mrs. John Borland (Marian Longstreth Morris);1;1;582;1;2;female;1;1;17421;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
35;38;C85;0;First;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 71.280000000000001";Adult female First;100;Mrs;Mrs;2;2;Cherbourg, France;0;C;Cherbourg;C;2;60;71,2833;Cumings, Mrs. John Bradley (Florence Briggs Thayer);1;0;2;1;2;female;1;1;PC 17599;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
20;24;C90;0;First;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 49.5";Adult female First;100;Mlle;Miss;1;2;Cherbourg, France;0;C;Cherbourg;C;1;40;49,5042;"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")";1;0;711;1;2;female;0;1;PC 17482;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
45;46;C92;0;First;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 89.099999999999994";Adult female First;100;Mrs;Mrs;2;2;Cherbourg, France;0;C;Cherbourg;C;2;80;89,1042;Goldenberg, Mrs. Samuel L (Edwiga Grabowska);1;0;850;1;2;female;1;1;17453;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
20;23;D;0;Second;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 13.789999999999999";Adult female Second;100;Mrs;Mrs;1;2;Cherbourg, France;0;C;Cherbourg;C;1;0;13,7917;Jerwan, Mrs. Amin S (Marie Marthe Thuillard);1;0;474;2;2;female;0;1;SC/AH Basle 541;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
30;32;D15;0;First;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 76.290000000000006";Adult female First;100;Miss;Miss;1;2;Cherbourg, France;0;C;Cherbourg;C;1;60;76,2917;Bazzani, Miss. Albina;1;0;219;1;2;female;0;1;11813;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
50;54;D20;0;First;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 78.269999999999996";Adult female First;100;Miss;Miss;2;2;Cherbourg, France;0;C;Cherbourg;C;2;60;78,2667;Eustis, Miss. Elizabeth Mussey;1;0;497;1;2;female;1;1;36947;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
50;52;D20;0;First;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 78.269999999999996";Adult female First;100;Mrs;Mrs;2;2;Cherbourg, France;0;C;Cherbourg;C;2;60;78,2667;Stephenson, Mrs. Walter Bertram (Martha Eustis);1;0;592;1;2;female;1;1;36947;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
45;49;D33;0;First;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 76.730000000000004";Adult female First;100;Mrs;Mrs;2;2;Cherbourg, France;0;C;Cherbourg;C;2;60;76,7292;Harper, Mrs. Henry Sleeper (Myna Haxtun);1;0;53;1;2;female;1;1;PC 17572;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
30;31;D36;0;First;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 113.28";Adult female First;100;Miss;Miss;2;2;Cherbourg, France;0;C;Cherbourg;C;2;100;113,275;Newell, Miss. Madeleine;1;0;216;1;2;female;1;1;35273;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
20;23;D36;0;First;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 113.28";Adult female First;100;Miss;Miss;2;2;Cherbourg, France;0;C;Cherbourg;C;2;100;113,275;Newell, Miss. Marjorie;1;0;394;1;2;female;1;1;35273;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
60;60;D37;0;First;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 75.25";Adult female First;100;Mrs;Mrs;2;2;Cherbourg, France;0;C;Cherbourg;C;2;60;75,25;Warren, Mrs. Frank Manley (Anna Sophia Atkinson);1;0;367;1;2;female;1;1;110813;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
40;40;E34;0;First;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 134.5";Adult female First;100;Mrs;Mrs;3;2;Cherbourg, France;0;C;Cherbourg;C;3;120;134,5;Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone);1;1;320;1;2;female;1;1;16966;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
30;30;E36;0;First;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 56.93";Adult female First;100;Miss;Miss;1;2;Cherbourg, France;0;C;Cherbourg;C;1;40;56,9292;Francatelli, Miss. Laura Mabel;1;0;310;1;2;female;0;1;PC 17485;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
40;41;E40;0;First;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 134.5";Adult female First;100;Miss;Miss;1;2;Cherbourg, France;0;C;Cherbourg;C;1;120;134,5;Burns, Miss. Elizabeth Margaret;1;0;338;1;2;female;0;1;16966;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
35;39;E49;0;First;Adult;Survived;Adult female;4;0;"Boarding passengers: 1
Avg. Fare: 83.159999999999997";Adult female First;100;Miss;Miss;3;2;Cherbourg, France;0;C;Cherbourg;C;3;80;83,1583;Compton, Miss. Sara Rebecca;1;1;836;1;2;female;1;1;PC 17756;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
0;2;F E69;0;Third;Infant;Survived;Infant female;1;0;"Boarding passengers: 1
Avg. Fare: 22.359999999999999";Infant female Third;100;Miss;Miss;3;2;Cherbourg, France;0;C;Cherbourg;C;3;20;22,3583;Peter, Miss. Anna;1;1;129;3;2;female;1;1;2668;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
35;35;;0;First;Adult;Survived;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 26.550000000000001";Adult male First;100;Mr;Mr;1;2;Cherbourg, France;0;C;Cherbourg;C;1;20;26,55;"Homer, Mr. Harry (""Mr E Haven"")";1;0;605;1;2;male;0;1;111426;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
45;45;;0;First;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 39.600000000000001";Adult male First;0;Dr;Dr;1;2;Cherbourg, France;0;C;Cherbourg;C;1;20;39,6;Brewe, Dr. Arthur Jackson;1;0;767;1;2;male;0;0;112379;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
30;32,5;;0;Second;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 30.07";Adult male Second;0;Mr;Mr;2;2;Cherbourg, France;0;C;Cherbourg;C;2;20;30,0708;Nasser, Mr. Nicholas;1;0;123;2;2;male;1;0;237736;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
20;22;;0;Third;Adult;Survived;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 7.2199999999999998";Adult male Third;100;Mr;Mr;1;2;Cherbourg, France;0;C;Cherbourg;C;1;0;7,225;"Leeni, Mr. Fahim (""Philip Zenni"")";1;0;554;3;2;male;0;1;2620;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
40;40;;0;Third;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 7.2199999999999998";Adult male Third;0;Mr;Mr;1;2;Cherbourg, France;0;C;Cherbourg;C;1;0;7,225;Badt, Mr. Mohamed;1;0;662;3;2;male;0;0;2623;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
35;35;;0;Third;Adult;Died;Adult male;4;0;"Boarding passengers: 1
Avg. Fare: 7.2199999999999998";Adult male Third;0;Mr;Mr;1;2;Cherbourg, France;0;C;Cherbourg;C;1;0;7,225;Lahoud, Mr. Sarkis;1;0;523;3;2;male;0;0;2624;10.05.1912 18:30:00;Cherbourg-Octeville;France;49,6414807;-1,6683048
